Ordine e disciplina,Codice Ateco 2007,Descrizione,,,,,
2648,77.39.93,"Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera",,,,,
2649,77.39.94,"Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi",,,,,
2650,77.39.99,Noleggio senza operatore di altre macchine ed attrezzature nca,,,,,
2651,77.4,CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT),,,,,
2652,77.40,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,,,,
2653,77.40.0,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,,,,
2654,77.40.00,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,,,,
2655,78,"ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE ",,,,,
2656,78.1,ATTIVITÀ DI AGENZIE DI COLLOCAMENTO,,,,,
2657,78.10,Attività di agenzie di collocamento,,,,,
2658,78.10.0,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale",,,,,
2659,78.10.00,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale",,,,,
2660,78.2,ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE),,,,,
2661,78.20,Attività delle agenzie di lavoro temporaneo (interinale),,,,,
2662,78.20.0,Attività delle agenzie di fornitura di lavoro temporaneo (interinale),,,,,
2663,78.20.00,Attività delle agenzie di fornitura di lavoro temporaneo (interinale),,,,,
2664,78.3,ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE,,,,,
2665,78.30,Altre attività di fornitura e gestione di risorse umane,,,,,
2666,78.30.0,Altre attività di fornitura e gestione di risorse umane (staff leasing),,,,,
2667,78.30.00,Altre attività di fornitura e gestione di risorse umane (staff leasing),,,,,
2668,79,"ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE",,,,,
2669,79.1,ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR,,,,,
2670,79.11,Attività delle agenzie di viaggio,,,,,
2671,79.11.0,Attività delle agenzie di viaggio,,,,,
2672,79.11.00,Attività delle agenzie di viaggio,,,,,
2673,79.12,Attività dei tour operator,,,,,
2674,79.12.0,Attività dei tour operator,,,,,
2675,79.12.00,Attività dei tour operator,,,,,
2676,79.9,ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE,,,,,
2677,79.90,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio,,,,,
2678,79.90.1,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio,,,,,
2679,79.90.11,"Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento",,,,,
2680,79.90.19,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca,,,,,
2681,79.90.2,Attività delle guide e degli accompagnatori turistici,,,,,
2682,79.90.20,Attività delle guide e degli accompagnatori turistici,,,,,
2683,80,SERVIZI DI VIGILANZA E INVESTIGAZIONE,,,,,
2684,80.1,SERVIZI DI VIGILANZA PRIVATA,,,,,
2685,80.10,Servizi di vigilanza privata,,,,,
2686,80.10.0,Servizi di vigilanza privata,,,,,
2687,80.10.00,Servizi di vigilanza privata,,,,,
2688,80.2,SERVIZI CONNESSI AI SISTEMI DI VIGILANZA,,,,,
2689,80.20,Servizi connessi ai sistemi di vigilanza,,,,,
2690,80.20.0,Servizi connessi ai sistemi di vigilanza,,,,,
2691,80.20.00,Servizi connessi ai sistemi di vigilanza,,,,,
2692,80.3,SERVIZI INVESTIGATIVI PRIVATI,,,,,
2693,80.30,Servizi investigativi privati,,,,,
2694,80.30.0,Servizi di investigazione privata,,,,,
2695,80.30.00,Servizi di investigazione privata,,,,,
2696,81,ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO,,,,,
2697,81.1,SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI,,,,,
2698,81.10,Servizi integrati di gestione agli edifici,,,,,
2699,81.10.0,Servizi integrati di gestione agli edifici,,,,,
2700,81.10.00,Servizi integrati di gestione agli edifici,,,,,
2701,81.2,ATTIVITÀ DI PULIZIA E DISINFESTAZIONE,,,,,
2702,81.21,Pulizia generale (non specializzata) di edifici,,,,,
2703,81.21.0,Pulizia generale (non specializzata) di edifici,,,,,
2704,81.21.00,Pulizia generale (non specializzata) di edifici,,,,,
2705,81.22,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,,,,
2706,81.22.0,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,,,,
2707,81.22.01,Attività di sterilizzazione di attrezzature medico sanitarie,,,,,
2708,81.22.02,Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,,,,
2709,81.29,Altre attività di pulizia,,,,,
2710,81.29.1,Servizi di disinfestazione,,,,,
2711,81.29.10,Servizi di disinfestazione,,,,,
2712,81.29.9,Attività di pulizia nca,,,,,
2713,81.29.91,"Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio",,,,,
2714,81.29.99,Altre attività di pulizia nca,,,,,
2715,81.3,CURA E MANUTENZIONE DEL PAESAGGIO,,,,,
2716,81.30,Cura e manutenzione del paesaggio,,,,,
2717,81.30.0,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)",,,,,
2718,81.30.00,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)",,,,,
2719,82,ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE,,,,,
2720,82.1,ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO,,,,,
2721,82.11,Servizi integrati di supporto per le funzioni d'ufficio,,,,,
2722,82.11.0,Servizi integrati di supporto per le funzioni d'ufficio, uffici-residence,,,,
2723,82.11.01,Servizi integrati di supporto per le funzioni d'ufficio,,,,,
2724,82.11.02,"Gestione di uffici temporanei, uffici residence",,,,,
2725,82.19,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,,,,
2726,82.19.0,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,,,,
2727,82.19.01,"Spedizione di materiale propagandistico, compilazione e gestione di indirizzi",,,,,
2728,82.19.09,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,,,,
2729,82.2,ATTIVITÀ DEI CALL CENTER,,,,,
2730,82.20,Attività dei call center,,,,,
2731,82.20.0,Attività dei call center,,,,,
2732,82.20.00,Attività dei call center,,,,,
2733,82.3,ORGANIZZAZIONE DI CONVEGNI E FIERE,,,,,
2734,82.30,Organizzazione di convegni e fiere,,,,,
2735,82.30.0,Organizzazione di convegni e fiere,,,,,
2736,82.30.00,Organizzazione di convegni e fiere,,,,,
2737,82.9,SERVIZI DI SUPPORTO ALLE IMPRESE NCA,,,,,
2738,82.91,Attività di agenzie di recupero crediti, agenzie di informazioni commerciali,,,,
2739,82.91.1,Attività di agenzie di recupero crediti,,,,,
2740,82.91.10,Attività di agenzie di recupero crediti,,,,,
2741,82.91.2,Agenzie di informazioni commerciali,,,,,
2742,82.91.20,Agenzie di informazioni commerciali,,,,,
2743,82.92,Attività di imballaggio e confezionamento per conto terzi,,,,,
2744,82.92.1,Imballaggio e confezionamento di generi alimentari,,,,,
2745,82.92.10,Imballaggio e confezionamento di generi alimentari,,,,,
2746,82.92.2,Imballaggio e confezionamento di generi non alimentari,,,,,
2747,82.92.20,Imballaggio e confezionamento di generi non alimentari,,,,,
2748,82.99,Altri servizi di supporto alle imprese nca,,,,,
2749,82.99.1,Imprese di gestione esattoriale,,,,,
2750,82.99.10,Imprese di gestione esattoriale,,,,,
2751,82.99.2,"Agenzie di distribuzione di libri, giornali e riviste",,,,,
2752,82.99.20,"Agenzie di distribuzione di libri, giornali e riviste",,,,,
2753,82.99.3,Servizi di gestione di pubblici mercati e pese pubbliche,,,,,
2754,82.99.30,Servizi di gestione di pubblici mercati e pese pubbliche,,,,,
2755,82.99.4,Richiesta certificati e disbrigo pratiche,,,,,
2756,82.99.40,Richiesta certificati e disbrigo pratiche,,,,,
2757,82.99.9,Altri servizi di sostegno alle imprese,,,,,
2758,82.99.91,Servizi di stenotipia,,,,,
2759,82.99.99,Altri servizi di sostegno alle imprese nca,,,,,
2760,O,AMMINISTRAZIONE PUBBLICA E DIFESA, ASSICURAZIONE SOCIALE OBBLIGATORIA,,,,
2761,84,AMMINISTRAZIONE PUBBLICA E DIFESA, ASSICURAZIONE SOCIALE OBBLIGATORIA,,,,
2762,84.1,"AMMINISTRAZIONE PUBBLICA: AMMINISTRAZIONE GENERALE, ECONOMICA E SOCIALE",,,,,
2763,84.11,Attività generali di amministrazione pubblica,,,,,
2764,84.11.1,"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali",,,,,
2765,84.11.10,"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali",,,,,
2766,84.11.2,Attività di pianificazione generale e servizi statistici generali,,,,,
2767,84.11.20,Attività di pianificazione generale e servizi statistici generali,,,,,
2768,84.12,"Regolamentazione delle attività relative alla fornitura di servizi di assistenza sanitaria, dell'istruzione, di servizi culturali e ad altri servizi sociali (esclusa l'assicurazione sociale obbligatoria)",,,,,
2769,84.12.1,Regolamentazione dell'attività degli organismi preposti alla sanità,,,,,
2770,84.12.10,Regolamentazione dell'attività degli organismi preposti alla sanità,,,,,
2771,84.12.2,Regolamentazione dell'attività degli organismi preposti all'istruzione,,,,,
2772,84.12.20,Regolamentazione dell'attività degli organismi preposti all'istruzione,,,,,
2773,84.12.3,Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente,,,,,
2774,84.12.30,Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente,,,,,
2775,84.12.4,"Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari",,,,,
2776,84.12.40,"Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari",,,,,
2777,84.13,Regolamentazione delle attività che contribuiscono ad una più efficiente gestione delle attività economiche,,,,,
2778,84.13.1,Regolamentazione degli affari concernenti i combustibili e l'energia,,,,,
2779,84.13.10,Regolamentazione degli affari concernenti i combustibili e l'energia,,,,,
2780,84.13.2,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca",,,,,
2781,84.13.20,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca",,,,,
2782,84.13.3,"Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione",,,,,
2783,84.13.30,"Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione",,,,,
2784,84.13.4,Regolamentazione degli affari e servizi concernenti la costruzione di strade,,,,,
2785,84.13.40,Regolamentazione degli affari e servizi concernenti la costruzione di strade,,,,,
2786,84.13.5,Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima,,,,,
2787,84.13.50,Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima,,,,,
2788,84.13.6,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni,,,,,
2789,84.13.60,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni,,,,,
2790,84.13.7,Regolamentazione degli affari e servizi concernenti il commercio interno,,,,,
2791,84.13.70,Regolamentazione degli affari e servizi concernenti il commercio interno,,,,,
2792,84.13.8,Regolamentazione degli affari e servizi concernenti il turismo,,,,,
2793,84.13.80,Regolamentazione degli affari e servizi concernenti il turismo,,,,,
2794,84.13.9,Regolamentazione di altri affari e servizi economici,,,,,
2795,84.13.90,Regolamentazione di altri affari e servizi economici,,,,,
2796,84.2,SERVIZI COLLETTIVI DELLE AMMINISTRAZIONI PUBBLICHE,,,,,
2797,84.21,Affari esteri,,,,,
2798,84.21.0,Affari esteri,,,,,
2799,84.21.00,Affari esteri,,,,,
2800,84.22,Difesa nazionale,,,,,
2801,84.22.0,Difesa nazionale,,,,,
2802,84.22.00,Difesa nazionale,,,,,
2803,84.23,Giustizia ed attività giudiziarie,,,,,
2804,84.23.0,Giustizia ed attività giudiziarie,,,,,
2805,84.23.00,Giustizia ed attività giudiziarie,,,,,
2806,84.24,Ordine pubblico e sicurezza nazionale,,,,,
2807,84.24.0,Ordine pubblico e sicurezza nazionale,,,,,
2808,84.24.00,Ordine pubblico e sicurezza nazionale,,,,,
2809,84.25,Attività dei vigili del fuoco e della protezione civile,,,,,
2810,84.25.1,Attività dei vigili del fuoco,,,,,
2811,84.25.10,Attività dei vigili del fuoco,,,,,
2812,84.25.2,Attività di protezione civile,,,,,
2813,84.25.20,Attività di protezione civile,,,,,
2814,84.3,ASSICURAZIONE SOCIALE OBBLIGATORIA,,,,,
2815,84.30,Assicurazione sociale obbligatoria ,,,,,
2816,84.30.0,Assicurazione sociale obbligatoria,,,,,
2817,84.30.00,Assicurazione sociale obbligatoria,,,,,
2818,P,ISTRUZIONE,,,,,
2819,85,ISTRUZIONE,,,,,
2820,85.1,ISTRUZIONE PRESCOLASTICA,,,,,
2821,85.10,Istruzione prescolastica,,,,,
2822,85.10.0,"Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie",,,,,
2823,85.10.00,"Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie",,,,,
2824,85.2,ISTRUZIONE PRIMARIA ,,,,,
2825,85.20,Istruzione primaria,,,,,
2826,85.20.0,Istruzione primaria: scuole elementari,,,,,
2827,85.20.00,Istruzione primaria: scuole elementari,,,,,
2828,85.3,ISTRUZIONE SECONDARIA,,,,,
2829,85.31,Istruzione secondaria di formazione generale,,,,,
2830,85.31.1,Istruzione secondaria di primo grado: scuole medie,,,,,
2831,85.31.10,Istruzione secondaria di primo grado: scuole medie,,,,,
2832,85.31.2,Istruzione secondaria di secondo grado di formazione generale: licei,,,,,
2833,85.31.20,Istruzione secondaria di secondo grado di formazione generale: licei,,,,,
2834,85.32,Istruzione secondaria tecnica e professionale,,,,,
2835,85.32.0,"Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera)",,,,,
2836,85.32.01,Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali,,,,,
2837,85.32.02,Scuole di volo che rilasciano brevetti o patenti commerciali,,,,,
2838,85.32.03,"Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di pullman",,,,,
2839,85.32.09,"Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica",,,,,
2840,85.4,ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA,,,,,
2841,85.41,Istruzione post-secondaria non universitaria,,,,,
2842,85.41.0,Istruzione e formazione tecnica superiore (IFTS),,,,,
2843,85.41.00,Istruzione e formazione tecnica superiore (IFTS),,,,,
2844,85.42,Istruzione universitaria e post-universitaria, accademie e conservatori,,,,
2845,85.42.0,Istruzione universitaria e post-universitaria, accademie e conservatori,,,,
2846,85.42.00,Istruzione universitaria e post-universitaria, accademie e conservatori,,,,
2847,85.5,ALTRI SERVIZI DI ISTRUZIONE,,,,,
2848,85.51,Corsi sportivi e ricreativi,,,,,
2849,85.51.0,Corsi sportivi e ricreativi,,,,,
2850,85.51.00,Corsi sportivi e ricreativi,,,,,
2851,85.52,Formazione culturale,,,,,
2852,85.52.0,Formazione culturale,,,,,
2853,85.52.01,Corsi di danza,,,,,
2854,85.52.09,Altra formazione culturale,,,,,
2855,85.53,Attività delle scuole guida,,,,,
2856,85.53.0,"Autoscuole, scuole di pilotaggio e nautiche",,,,,
2857,85.53.00,"Autoscuole, scuole di pilotaggio e nautiche",,,,,
2858,85.59,Servizi di istruzione nca,,,,,
2859,85.59.1,Università popolare,,,,,
2860,85.59.10,Università popolare,,,,,
2861,85.59.2,Corsi di formazione e corsi di aggiornamento professionale,,,,,
2862,85.59.20,Corsi di formazione e corsi di aggiornamento professionale,,,,,
2863,85.59.3,Scuole e corsi di lingua,,,,,
2864,85.59.30,Scuole e corsi di lingua,,,,,
2865,85.59.9,Altri servizi di istruzione nca,,,,,
2866,85.59.90,Altri servizi di istruzione nca,,,,,
2867,85.6,ATTIVITÀ DI SUPPORTO ALL'ISTRUZIONE,,,,,
2868,85.60,Attività di supporto all'istruzione,,,,,
2869,85.60.0,Attività di supporto all'istruzione,,,,,
2870,85.60.01,Consulenza scolastica e servizi di orientamento scolastico,,,,,
2871,85.60.09,Altre attività di supporto all'istruzione,,,,,
2872,Q,SANITA' E ASSISTENZA SOCIALE,,,,,
2873,86,ASSISTENZA SANITARIA,,,,,
2874,86.1,SERVIZI OSPEDALIERI,,,,,
2875,86.10,Servizi ospedalieri,,,,,
2876,86.10.1,Ospedali e case di cura generici,,,,,
2877,86.10.10,Ospedali e case di cura generici,,,,,
2878,86.10.2,Ospedali e case di cura specialistici,,,,,
2879,86.10.20,Ospedali e case di cura specialistici,,,,,
2880,86.10.3,"Istituti, cliniche e policlinici universitari",,,,,
2881,86.10.30,"Istituti, cliniche e policlinici universitari",,,,,
2882,86.10.4,Ospedali e case di cura per lunga degenza,,,,,
2883,86.10.40,Ospedali e case di cura per lunga degenza,,,,,
2884,86.2,SERVIZI DEGLI STUDI MEDICI E ODONTOIATRICI,,,,,
2885,86.21,Servizi degli studi medici di medicina generale,,,,,
2886,86.21.0,Servizi degli studi medici di medicina generale,,,,,
2887,86.21.00,Servizi degli studi medici di medicina generale,,,,,
2888,86.22,Servizi degli studi medici specialistici,,,,,
2889,86.22.0,Studi medici specialistici e poliambulatori,,,,,
2890,86.22.01,Prestazioni sanitarie svolte da chirurghi,,,,,
2891,86.22.02,Ambulatori e poliambulatori del Servizio Sanitario Nazionale,,,,,
2892,86.22.03,Attività dei centri di radioterapia,,,,,
2893,86.22.04,Attività dei centri di dialisi,,,,,
2894,86.22.05,Studi di omeopatia e di agopuntura,,,,,
2895,86.22.06,Centri di medicina estetica,,,,,
2896,86.22.09,Altri studi medici specialistici e poliambulatori,,,,,
2897,86.23,Attività degli studi odontoiatrici,,,,,
2898,86.23.0,Attività degli studi odontoiatrici,,,,,
2899,86.23.00,Attività degli studi odontoiatrici,,,,,
2900,86.9,ALTRI SERVIZI DI ASSISTENZA SANITARIA,,,,,
2901,86.90,Altri servizi di assistenza sanitaria,,,,,
2902,86.90.1,"Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini",,,,,
2903,86.90.11,Laboratori radiografici,,,,,
2904,86.90.12,Laboratori di analisi cliniche,,,,,
2905,86.90.13,Laboratori di igiene e profilassi,,,,,
2906,86.90.2,Attività paramediche indipendenti,,,,,
